Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
01-01-2026;20:15:00;01-01-2026;20:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;20:30:00;01-01-2026;20:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,222;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;20:30:00;01-01-2026;20:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;20:45:00;01-01-2026;21:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,345;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;20:45:00;01-01-2026;21:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;21:00:00;01-01-2026;21:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,253;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;21:00:00;01-01-2026;21:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;21:15:00;01-01-2026;21:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,275;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;21:15:00;01-01-2026;21:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;21:30:00;01-01-2026;21:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,279;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;21:30:00;01-01-2026;21:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;21:45:00;01-01-2026;22:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,314;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;21:45:00;01-01-2026;22:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;22:00:00;01-01-2026;22:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,329;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;22:00:00;01-01-2026;22:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;22:15:00;01-01-2026;22:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,301;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;22:15:00;01-01-2026;22:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;22:30:00;01-01-2026;22:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,297;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;22:30:00;01-01-2026;22:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;22:45:00;01-01-2026;23:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,319;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;22:45:00;01-01-2026;23:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;23:00:00;01-01-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,250;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;23:00:00;01-01-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;23:15:00;01-01-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,164;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;23:15:00;01-01-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;23:30:00;01-01-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,302;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;23:30:00;01-01-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;23:45:00;02-01-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,236;kWh;Uitgelezen;Hoofdverblijf
01-01-2026;23:45:00;02-01-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;00:00:00;02-01-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,241;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;00:00:00;02-01-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;00:15:00;02-01-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,277;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;00:15:00;02-01-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;00:30:00;02-01-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,486;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;00:30:00;02-01-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;00:45:00;02-01-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,517;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;00:45:00;02-01-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;01:00:00;02-01-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,447;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;01:00:00;02-01-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;01:15:00;02-01-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,284;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;01:15:00;02-01-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;01:30:00;02-01-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,206;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;01:30:00;02-01-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;01:45:00;02-01-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,249;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;01:45:00;02-01-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;02:00:00;02-01-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,365;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;02:00:00;02-01-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;02:15:00;02-01-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,160;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;02:15:00;02-01-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;02:30:00;02-01-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,280;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;02:30:00;02-01-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;02:45:00;02-01-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,227;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;02:45:00;02-01-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;03:00:00;02-01-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,298;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;03:00:00;02-01-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;03:15:00;02-01-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,346;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;03:15:00;02-01-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;03:30:00;02-01-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,241;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;03:30:00;02-01-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;03:45:00;02-01-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,311;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;03:45:00;02-01-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;04:00:00;02-01-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,301;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;04:00:00;02-01-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;04:15:00;02-01-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,361;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;04:15:00;02-01-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;04:30:00;02-01-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,208;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;04:30:00;02-01-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;04:45:00;02-01-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,391;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;04:45:00;02-01-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;05:00:00;02-01-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,312;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;05:00:00;02-01-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;05:15:00;02-01-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,351;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;05:15:00;02-01-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;05:30:00;02-01-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,283;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;05:30:00;02-01-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;05:45:00;02-01-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,383;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;05:45:00;02-01-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;06:00:00;02-01-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,314;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;06:00:00;02-01-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;06:15:00;02-01-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,350;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;06:15:00;02-01-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;06:30:00;02-01-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,385;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;06:30:00;02-01-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;06:45:00;02-01-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,427;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;06:45:00;02-01-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;07:00:00;02-01-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,523;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;07:00:00;02-01-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;07:15:00;02-01-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,528;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;07:15:00;02-01-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;07:30:00;02-01-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,518;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;07:30:00;02-01-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;07:45:00;02-01-2026;08:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,638;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;07:45:00;02-01-2026;08:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;08:00:00;02-01-2026;08:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,560;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;08:00:00;02-01-2026;08:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;08:15:00;02-01-2026;08:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,522;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;08:15:00;02-01-2026;08:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;08:30:00;02-01-2026;08:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,255;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;08:30:00;02-01-2026;08:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;08:45:00;02-01-2026;09:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,381;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;08:45:00;02-01-2026;09:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;09:00:00;02-01-2026;09:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,384;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;09:00:00;02-01-2026;09:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;09:15:00;02-01-2026;09:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,324;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;09:15:00;02-01-2026;09:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;09:30:00;02-01-2026;09:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,542;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;09:30:00;02-01-2026;09:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;09:45:00;02-01-2026;10:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,389;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;09:45:00;02-01-2026;10:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;10:00:00;02-01-2026;10:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,337;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;10:00:00;02-01-2026;10:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;10:15:00;02-01-2026;10:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,133;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;10:15:00;02-01-2026;10:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;10:30:00;02-01-2026;10:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,175;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;10:30:00;02-01-2026;10:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,009;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;10:45:00;02-01-2026;11:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,405;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;10:45:00;02-01-2026;11:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,003;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;11:00:00;02-01-2026;11:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,134;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;11:00:00;02-01-2026;11:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,002;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;11:15:00;02-01-2026;11:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,087;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;11:15:00;02-01-2026;11:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,103;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;11:30:00;02-01-2026;11:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,150;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;11:30:00;02-01-2026;11:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,075;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;11:45:00;02-01-2026;12:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,084;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;11:45:00;02-01-2026;12:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,161;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;12:00:00;02-01-2026;12:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,346;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;12:00:00;02-01-2026;12:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,034;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;12:15:00;02-01-2026;12:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,327;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;12:15:00;02-01-2026;12:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;12:30:00;02-01-2026;12:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,386;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;12:30:00;02-01-2026;12:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;12:45:00;02-01-2026;13:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,710;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;12:45:00;02-01-2026;13:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;13:00:00;02-01-2026;13:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;1,067;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;13:00:00;02-01-2026;13:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;13:15:00;02-01-2026;13:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,603;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;13:15:00;02-01-2026;13:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;13:30:00;02-01-2026;13:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,404;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;13:30:00;02-01-2026;13:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,024;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;13:45:00;02-01-2026;14:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,095;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;13:45:00;02-01-2026;14:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,030;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;14:00:00;02-01-2026;14:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,083;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;14:00:00;02-01-2026;14:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,072;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;14:15:00;02-01-2026;14:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,126;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;14:15:00;02-01-2026;14:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,020;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;14:30:00;02-01-2026;14:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,305;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;14:30:00;02-01-2026;14:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;14:45:00;02-01-2026;15:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,349;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;14:45:00;02-01-2026;15:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;15:00:00;02-01-2026;15:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,216;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;15:00:00;02-01-2026;15:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;15:15:00;02-01-2026;15:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,207;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;15:15:00;02-01-2026;15:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
02-01-2026;15:30:00;02-01-2026;15:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,217;kWh;Uitgelezen;Hoofdverblijf
